office_name,office_category,zone_name,address,city,state,postal_code,latitude,longitude,confidence,score,provider,query_type,query,verification_notes
"District Office, D.O - SATNA",D.O - SATNA,Madhya Pradesh & Chhattisgarh,"1st Floor, T R Tower, Gali No. 16, Rajendra Nagar, Satna - 485001",Satna,,485001,24.583047,80.850528,low,0.456,nominatim,postal_code,"485001, India",string_similarity=0.14; token_overlap=0.22; city_match; postal_match; within_india_bounds
"Regional Office, SAGAR",SAGAR,Madhya Pradesh & Chhattisgarh,"10, Civil Line,, (MP), Sagar - 470 001",Sagar - 470 001,,,23.840866,78.762165,very_low,0.363,photon,full_address,"10, Civil Line,, (MP), Sagar - 470 001",string_similarity=0.57; token_overlap=0.33; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, UJJAIN",UJJAIN,Madhya Pradesh & Chhattisgarh,"7, Bharatpuri, Administrative Area, (M.P)., Ujjain - 456 010",Ujjain - 456 010,,,23.188513,75.771656,very_low,0.217,nominatim,city_only,"Ujjain - 456 010, India",string_similarity=0.29; token_overlap=0.14; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - RATLAM",D.O - RATLAM,Madhya Pradesh & Chhattisgarh,"First Floor, Office Complex BSNL,, Kasturba Nagar, Ratlam - 457001",Ratlam,,457001,23.322741,75.030595,low,0.502,nominatim,postal_code,"457001, India",string_similarity=0.20; token_overlap=0.33; city_match; postal_match; within_india_bounds
"Office of the Addl. Central Provident Fund Commissioner, BANDRA",BANDRA,Mumbai - Bandra,"341, Bhavishya Nidhi Bhawan,, Bandra (East),, MUMBAI-I (BANDRA) - 400 051",Mumbai-I (Bandra) - 400 051,,,19.067724,72.864846,very_low,0.229,photon,city_only,"Mumbai-I (Bandra) - 400 051, India",string_similarity=0.35; token_overlap=0.11; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, MUMBAI(BANDRA)",MUMBAI(BANDRA),Mumbai - Bandra,"341, Bhavishya Nidhi Bhawan,, Bandra (East),, MUMBAI-I (BANDRA) - 400 051",Mumbai-I (Bandra) - 400 051,,,19.067724,72.864846,very_low,0.229,photon,city_only,"Mumbai-I (Bandra) - 400 051, India",string_similarity=0.35; token_overlap=0.11; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, MUMBAI(DADAR)",MUMBAI(DADAR),Mumbai - Bandra,"341, Bhavishya Nidhi Bhawan,, Bandra (East),, MUMBAI-I (BANDRA) - 400 051",Mumbai-I (Bandra) - 400 051,,,19.067724,72.864846,very_low,0.229,photon,city_only,"Mumbai-I (Bandra) - 400 051, India",string_similarity=0.35; token_overlap=0.11; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, MUMBAI(NARIMAN POINT)",MUMBAI(NARIMAN POINT),Mumbai - Bandra,"341, Bhavishya Nidhi Bhawan,, Bandra (East),, MUMBAI-I (BANDRA) - 400 051",Mumbai-I (Bandra) - 400 051,,,19.067724,72.864846,very_low,0.229,photon,city_only,"Mumbai-I (Bandra) - 400 051, India",string_similarity=0.35; token_overlap=0.11; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, MUMBAI(POWAI)",MUMBAI(POWAI),Mumbai - Bandra,"341, Bhavishya Nidhi Bhawan,, Bandra (East),, MUMBAI-I (BANDRA) - 400 051",Mumbai-I (Bandra) - 400 051,,,19.067724,72.864846,very_low,0.229,photon,city_only,"Mumbai-I (Bandra) - 400 051, India",string_similarity=0.35; token_overlap=0.11; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, MUMBAI (FORT)",MUMBAI (FORT),Mumbai - Bandra,"341, Bhavishya Nidhi Bhawan,, Bandra (East),, MUMBAI-I (BANDRA) - 400051",Mumbai,,400051,19.050757,72.86217,low,0.546,nominatim,postal_code,"400051, India",string_similarity=0.38; token_overlap=0.25; city_match; postal_match; within_india_bounds
"Office of the Addl. Central Provident Fund Commissioner, THANE",THANE,Mumbai - Thane,"Vardan Commercial Complex, 6th Floor, M.I.D.C. Road No.16,Wagle Estate, (Maharashtra)., Thane - 400604.",Thane,,400604,19.192372,72.954113,low,0.497,nominatim,postal_code,"400604, India",string_similarity=0.24; token_overlap=0.25; city_match; postal_match; within_india_bounds
"Regional Office, KANDIVALI-West",KANDIVALI-West,Mumbai - Thane,"Bhavishya Nidhi Bhavan, Plot No.222, Sector No.3,, Charkop Market, Charkop Poisar Road,, (West), Kandivali - 400 067",Kandivali - 400 067,,,19.204114,72.851738,very_low,0.19,nominatim,city_only,"Kandivali - 400 067, India",string_similarity=0.27; token_overlap=0.07; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, KANDIVALI-East",KANDIVALI-East,Mumbai - Thane,"MTNL Telephone Exchange Building,4 to 7th floor,, Dr. Babasaheb Ambedkar Road, Charkop, Sector - 8, Kandivali - 400 067",Kandivali - 400 067,,,19.204114,72.851738,very_low,0.21,nominatim,city_only,"Kandivali - 400 067, India",string_similarity=0.28; token_overlap=0.12; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, THANE (MULUND)",THANE (MULUND),Mumbai - Thane,"Vardan Commercial Complex, 6th Floor, M.I.D.C. Road No.16,Wagle Estate, (Maharashtra)., Thane - 400604",Thane,,400604,19.192372,72.954113,low,0.498,nominatim,postal_code,"400604, India",string_similarity=0.24; token_overlap=0.25; city_match; postal_match; within_india_bounds
"Regional Office, THANE (NORTH)",THANE (NORTH),Mumbai - Thane,"Vardan Commercial Complex, 6th Floor, M.I.D.C. Road No.16,Wagle Estate, (Maharashtra)., Thane - 400604",Thane,,400604,19.192372,72.954113,low,0.498,nominatim,postal_code,"400604, India",string_similarity=0.24; token_overlap=0.25; city_match; postal_match; within_india_bounds
"Regional Office, THANE (SOUTH)",THANE (SOUTH),Mumbai - Thane,"Vardan Commercial Complex, 6th Floor, M.I.D.C. Road No.16,Wagle Estate, (Maharashtra)., Thane - 400604",Thane,,400604,19.192372,72.954113,low,0.498,nominatim,postal_code,"400604, India",string_similarity=0.24; token_overlap=0.25; city_match; postal_match; within_india_bounds
"Regional Office, VASHI (ANNEXE)",VASHI (ANNEXE),Mumbai - Thane,"Vashi, Annexe Premises (Belapur), D-101-106, 1st Floor,, ITC Tower No. 7, CBD Belapur Railway Station Complex,, Navi Mumbai - 400703",Navi Mumbai,,400703,19.077395,73.003411,low,0.457,nominatim,postal_code,"400703, India",string_similarity=0.19; token_overlap=0.17; city_match; postal_match; within_india_bounds
"Regional Office, VASHI",VASHI,Mumbai - Thane,"Tower No.6, 5th Floor,, Vashi Railway Station Complex, (Maharashtra)., Vashi - 400 703",Vashi - 400 703,,,19.063248,72.998797,very_low,0.3,nominatim,city_only,"Vashi - 400 703, India",string_similarity=0.43; token_overlap=0.27; city_mismatch; postal_unavailable; within_india_bounds
"Office of the Addl. Central Provident Fund Commissioner, NORTH-EASTERN REGION (GUWAHATI)",NORTH-EASTERN REGION (GUWAHATI),North Eastern Region,"Bhavishyanidhi Bhawan, G.S. Road,, Near Bharalu Bridge, Bhangagarh, (Assam), Guwahati - 781 005.",Guwahati - 781 005.,,,26.180598,91.753943,very_low,0.192,nominatim,city_only,"Guwahati - 781 005., India",string_similarity=0.19; token_overlap=0.18; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, AGARTALA",AGARTALA,North Eastern Region,"Airport Road, Near Bholagiri Ashram, Gorkha Basti, PO – Kathal Bagan, (Tripura), Agartala - 799 006",Agartala - 799 006,,,23.831238,91.282382,very_low,0.186,nominatim,city_only,"Agartala - 799 006, India",string_similarity=0.19; token_overlap=0.15; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - DHARMANAGAR",D.O - DHARMANAGAR,North Eastern Region,"District Office Dharmanagar, College Road, Nayapara, Dharmanagar - 799250",Dharmanagar,,799250,24.369978,92.169932,low,0.573,nominatim,city_only,"Dharmanagar, India",string_similarity=0.43; token_overlap=0.29; city_match; postal_match; within_india_bounds
"Regional Office, GUWAHATI",GUWAHATI,North Eastern Region,"Bhavishyanidhi Bhawan, G.S. Road, Near Bharalu Bridge,, Bhangagarh, (Assam), Guwahati - 781 005",Guwahati - 781 005,,,26.180598,91.753943,very_low,0.193,nominatim,city_only,"Guwahati - 781 005, India",string_similarity=0.19; token_overlap=0.18; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - SILCHAR",D.O - SILCHAR,North Eastern Region,"IInd Floor,Binoy Tower,, National Highway Point, Netaji Subhash Avenue,Silchar,, Dist:Cachar,Assam - 788005.","Dist:Cachar,Assam",,788005,24.809206,92.796501,very_low,0.383,nominatim,postal_code,"788005, India",string_similarity=0.33; token_overlap=0.27; city_mismatch; postal_match; within_india_bounds
"District Office, D.O - BONGAIGAON",D.O - BONGAIGAON,North Eastern Region,"Main Road,Borpara,, Bongaigaon,, Assam - 7883380.",Assam - 7883380.,,,27.486211,94.920892,very_low,0.325,maps_co,city_only,"Assam - 7883380., India",string_similarity=0.46; token_overlap=0.33; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - TEZPUR",D.O - TEZPUR,North Eastern Region,"Tribeni Complex,Kacharigaon,, Tezpur,, Assam - 784001.",Assam,,784001,26.618511,92.761718,medium,0.604,nominatim,postal_code,"784001, India",string_similarity=0.37; token_overlap=0.50; city_match; postal_match; within_india_bounds
"District Office, S.S.O - IMPHAL",S.S.O - IMPHAL,North Eastern Region,"Palace Compound,, Govindaji Mahabali Road,, Imphal East,Manipur - 795001.","Imphal East,Manipur",,795001,24.805671,93.938652,low,0.471,nominatim,postal_code,"795001, India",string_similarity=0.46; token_overlap=0.44; city_mismatch; postal_match; within_india_bounds
"District Office, S.S.O - DIMAPUR",S.S.O - DIMAPUR,North Eastern Region,"Half Nagarjan, High School Colony,, Near Hindi Training Institute, 1st Floor, H No 218,, Dimapur, Nagaland - 797112","Dimapur, Nagaland",,797112,25.876777,93.706556,low,0.508,nominatim,postal_code,"797112, India",string_similarity=0.31; token_overlap=0.20; city_match; postal_match; within_india_bounds
"District Office, S.S.O - ITANAGAR",S.S.O - ITANAGAR,North Eastern Region,"Arunachal Pradesh State Cooperative Union building, 1st Floor, Polo Colony, District Papum Pare, Naharlagun, Arunachal Pradesh - 791110",Arunachal Pradesh,,791110,27.102869,93.689671,low,0.568,nominatim,postal_code,"791110, India",string_similarity=0.34; token_overlap=0.40; city_match; postal_match; within_india_bounds
"Regional Office, SHILLONG",SHILLONG,North Eastern Region,"2nd Floor, BSNL Bhawan, Opposite Lady Hydari Park, Barik, Shillong, Meghalaya - 793 01",Meghalaya - 793 01,,,25.57237,91.889933,very_low,0.188,photon,city_only,"Meghalaya - 793 01, India",string_similarity=0.25; token_overlap=0.08; city_mismatch; postal_unavailable; within_india_bounds
"District Office, S.S.O - AIZAWL",S.S.O - AIZAWL,North Eastern Region,"Upper Republic, Aizawl, Mizoram - 796001",Mizoram,,796001,23.721319,92.71997,low,0.434,photon,full_address,"Upper Republic, Aizawl, Mizoram - 796001",string_similarity=0.58; token_overlap=0.60; city_mismatch; postal_missing; within_india_bounds
"Regional Office, TINSUKIA",TINSUKIA,North Eastern Region,"Amar complex, 2nd floor,, Hijuguri, AT Road, Tinsukia, Assam - 786125",Assam,,786125,27.490417,95.357358,low,0.568,nominatim,postal_code,"786125, India",string_similarity=0.38; token_overlap=0.33; city_match; postal_match; within_india_bounds
"District Office, D.O - JORHAT",D.O - JORHAT,North Eastern Region,"EPFO,Jail Road, Near Dhalarsatra Press,, Opposite Jail Road Club,, Jorhat,Assam - 785001","Jorhat,Assam",,785001,26.757793,94.207965,low,0.416,nominatim,city_only,"Jorhat,Assam, India",string_similarity=0.42; token_overlap=0.27; city_mismatch; postal_match; within_india_bounds
"Office of the Addl. Central Provident Fund Commissioner, WB, A&N ISLANDS & SIKKIM (KOLKATA)","WB, A&N ISLANDS & SIKKIM (KOLKATA)","West Bengal, Andaman & Nicobar and Sikkim","Office of the Addl. Central Provident Fund Commissioner, (West Bengal, NER), DK-Block, Sector-II,, Salt Lake City, Karunamoyee,, Kolkata - 700 091.",Kolkata - 700 091.,,,22.57532,88.360038,very_low,0.24,nominatim,city_only,"Kolkata - 700 091., India",string_similarity=0.31; token_overlap=0.21; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, PORT BLAIR",PORT BLAIR,"West Bengal, Andaman & Nicobar and Sikkim","Labour Commissioner’s Building (Ground Floor),, Post Box No. 11 (HPO), Supply Line, (Andaman & Nicobar Islands), Port Blair - 744101",Port Blair,,744101,11.664535,92.739045,medium,0.604,nominatim,city_only,"Port Blair, India",string_similarity=0.47; token_overlap=0.35; city_match; postal_match; within_india_bounds
"Regional Office, KOLKATA",KOLKATA,"West Bengal, Andaman & Nicobar and Sikkim","Bhavishyanidhi Bhawan, DK Block, Sector-II,, Salt Lake City,, Near Karunamoyee Bus Stop, (West Bengal), Kolkata - 700 091",Kolkata - 700 091,,,22.57532,88.360038,very_low,0.25,nominatim,city_only,"Kolkata - 700 091, India",string_similarity=0.35; token_overlap=0.19; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, DURGAPUR",DURGAPUR,"West Bengal, Andaman & Nicobar and Sikkim","Red Cross Road, Opposite Commercial Tax Office,, City Centre, Distt- Burdwan (West Bengal), Durgapur - 713216",Durgapur,,713216,23.535048,87.338043,low,0.402,nominatim,city_only,"Durgapur, India",string_similarity=0.35; token_overlap=0.20; city_match; postal_missing; within_india_bounds
"Regional Office, DARJEELING",DARJEELING,"West Bengal, Andaman & Nicobar and Sikkim","Chhota Kagjhora, Hill Cart Road,, P.O. & Dist. Darjeeling (WB), Darjeeling - 734101",Darjeeling,,734101,27.037755,88.263176,low,0.549,nominatim,city_only,"Darjeeling, India",string_similarity=0.39; token_overlap=0.25; city_match; postal_match; within_india_bounds
"Regional Office, HOWRAH (ANNEX BLDG)",HOWRAH (ANNEX BLDG),"West Bengal, Andaman & Nicobar and Sikkim","E.P.F Organisation,, 22, G.T. Road, 4th Floor,, Howrah - 711 101",Howrah - 711 101,,,22.582871,88.342811,very_low,0.223,photon,city_only,"Howrah - 711 101, India",string_similarity=0.32; token_overlap=0.12; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - SRIRAMPORE",D.O - SRIRAMPORE,"West Bengal, Andaman & Nicobar and Sikkim","27, LIBRARY ROAD, SERAMPORE, DT HOOGHLY - 712201",Dt Hooghly,,712201,22.753136,88.34338,low,0.426,nominatim,postal_code,"712201, India",string_similarity=0.41; token_overlap=0.33; city_mismatch; postal_match; within_india_bounds
"Regional Office, HOWRAH",HOWRAH,"West Bengal, Andaman & Nicobar and Sikkim","Bhavishyanidhi Bhawan,24 Bellilious Road, 6th Floor, West Bengal., Howrah - 711101",Howrah,,711101,22.597206,88.345957,low,0.568,nominatim,postal_code,"711101, India",string_similarity=0.36; token_overlap=0.36; city_match; postal_match; within_india_bounds
"District Office, D.O - MEDINIPUR",D.O - MEDINIPUR,"West Bengal, Andaman & Nicobar and Sikkim","C/O bala Brothers, Station Road, keranitola, Midnapore, West Midnapore - 711102",West Midnapore,,711102,22.567014,88.3223,very_low,0.355,nominatim,postal_code,"711102, India",string_similarity=0.27; token_overlap=0.25; city_mismatch; postal_match; within_india_bounds
"Regional Office, JALPAIGURI",JALPAIGURI,"West Bengal, Andaman & Nicobar and Sikkim","Bhavishyanidhi Bhawan,, Siliguri-Jalpaiguri Development Authority Building,, DinBazar, Post Office & Distt Jalpaiguri, (WB)., Jalpaiguri - 735 101",Jalpaiguri - 735 101,,,26.524159,88.719751,very_low,0.191,nominatim,city_only,"Jalpaiguri - 735 101, India",string_similarity=0.26; token_overlap=0.08; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - ALIPURDUAR",D.O - ALIPURDUAR,"West Bengal, Andaman & Nicobar and Sikkim","SUKANTA PALLY, NEW TOWN, P.O. & DIST.ALIPURDUAR, ALIPURDUAR - 736 121",Alipurduar - 736 121,,,26.485157,89.524693,very_low,0.272,nominatim,city_only,"Alipurduar - 736 121, India",string_similarity=0.46; token_overlap=0.12; city_mismatch; postal_unavailable; within_india_bounds
"District Office, D.O - MALBAZAR",D.O - MALBAZAR,"West Bengal, Andaman & Nicobar and Sikkim","South Colony, Ward No.9, Near R.R. School Ground ,, P.O. Malbazar, Dist-Jalpaiguri, JALPAIGURI - 735221",Jalpaiguri,,735221,26.860689,88.741546,low,0.513,nominatim,postal_code,"735221, India",string_similarity=0.34; token_overlap=0.18; city_match; postal_match; within_india_bounds
"Regional Office, JANGIPUR",JANGIPUR,"West Bengal, Andaman & Nicobar and Sikkim","SANCHARIKA BUILDING SWARANAMOYEE, STATION ROAD, NEAR MURSHIDABAD MEDICAL COLLEGE, Berhampore, District - Murshidabad (West Bengal) - 742101","Berhampore, District",,742101,24.093178,88.258694,low,0.429,nominatim,postal_code,"742101, India",string_similarity=0.40; token_overlap=0.36; city_mismatch; postal_match; within_india_bounds
"Regional Office, PARK STREET",PARK STREET,"West Bengal, Andaman & Nicobar and Sikkim","44 Park Street,, 7th & 8th Floor,Kolkata (West Bengal), PARK STREET - 700 016",Park Street - 700 016,,,22.551928,88.353439,low,0.4,nominatim,city_only,"Park Street - 700 016, India",string_similarity=0.59; token_overlap=0.45; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, SILIGURI",SILIGURI,"West Bengal, Andaman & Nicobar and Sikkim","Bhavishyanidhi Bhawan, Hill Cart Road,, P.O. Pradhan Nagar, Distt. Darjeeling(WB), Darjeeling - 734 003",Darjeeling - 734 003,,,27.037755,88.263176,very_low,0.215,nominatim,city_only,"Darjeeling - 734 003, India",string_similarity=0.32; token_overlap=0.09; city_mismatch; postal_unavailable; within_india_bounds
"District Office, SSO - GANGTOK",SSO - GANGTOK,"West Bengal, Andaman & Nicobar and Sikkim","Nying-re building, Near A.I.R. Quarters, Upper Arithang, GANGTOK - 737101",Gangtok,,737101,27.334681,88.609072,low,0.558,nominatim,postal_code,"737101, India",string_similarity=0.33; token_overlap=0.38; city_match; postal_match; within_india_bounds
"Regional Office, BARRACKPORE",BARRACKPORE,"West Bengal, Andaman & Nicobar and Sikkim","4(2), S. N. Banerjee Road,, Kolkata (West Bengal), BARRACKPORE - 700 120",Barrackpore - 700 120,,,22.574175,88.385045,very_low,0.285,photon,full_address,"4(2), S. N. Banerjee Road,, Kolkata (West Bengal), BARRACKPORE - 700 120",string_similarity=0.44; token_overlap=0.20; city_mismatch; postal_unavailable; within_india_bounds
"Office of the Addl. Central Provident Fund Commissioner, BENGALURU (BENGALURU)",BENGALURU (BENGALURU),Bengaluru,"Bengaluru Zone (Karnataka) Bhavishya Nidhi Bhavan,, No.13 Raja Ram Mohan Roy Road,, Bangalore - 560025",Bangalore,,560025,12.963021,77.603572,low,0.513,nominatim,postal_code,"560025, India",string_similarity=0.26; token_overlap=0.29; city_match; postal_match; within_india_bounds
"Regional Office, BENGALURU (CENTRAL)",BENGALURU (CENTRAL),Bengaluru,"Bhavishyanidhi Bhavan, No. 13,, Raja Ram Mohan Roy Road, (KN)., BENGALURU-I - 560 025",Bengaluru-I - 560 025,,,13.022235,77.567183,very_low,0.216,photon,city_only,"Bengaluru-I - 560 025, India",string_similarity=0.32; token_overlap=0.09; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, BENGALURU (MALLESWARAM)",BENGALURU (MALLESWARAM),Bengaluru,"Bhavishyanidhi Bhavan, No. 13,, Raja Ram Mohan Roy Road, (KN)., Bangalore - 560 025",Bangalore - 560 025,,,13.022235,77.567183,very_low,0.24,nominatim,city_only,"Bangalore - 560 025, India",string_similarity=0.33; token_overlap=0.18; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, RAJARAJESHWARI NAGAR",RAJARAJESHWARI NAGAR,Bengaluru,"No.570, Raja Rajeshwari Regency,Near Rajarajeshwari Temple,, 26th Cross, Ideal Home Co-op. Society Layout, Mysore Road,, Rajarajeshwari Nagar - 560098",Rajarajeshwari Nagar,,560098,12.927441,77.515522,low,0.466,nominatim,city_only,"Rajarajeshwari Nagar, India",string_similarity=0.20; token_overlap=0.18; city_match; postal_match; within_india_bounds
"Regional Office, YELAHANKA",YELAHANKA,Bengaluru,"No. 2, Maaruthi Complex, 1st A Main (60 Feet Road), HIG A Sector, Yelahanka New Town,, Bengaluru - 560 064",Bengaluru - 560 064,,,13.097601,77.584495,very_low,0.23,photon,full_address,"Regional Office, YELAHANKA, No. 2, Maaruthi Complex, 1st A Main (60 Feet Road), HIG A Sector, Yelahanka New Town,, Bengaluru - 560 064",string_similarity=0.34; token_overlap=0.12; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, PEENYA",PEENYA,Bengaluru,"No.62, Industrial Suburb,, 3rd Cross, Yeshwanthpur 2nd stage,, Bengaluru - 560022",Bengaluru,,560022,13.027717,77.545084,low,0.461,nominatim,postal_code,"560022, India",string_similarity=0.17; token_overlap=0.20; city_match; postal_match; within_india_bounds
"Regional Office, BENGALURU (BELLANDUR)",BENGALURU (BELLANDUR),Bengaluru,"4th Floor, Annapoorneshwari Complex,, Survey No. 37/1, 6th Main, Singasandra, Hosur Main Road,, BENGALURU - 560068",Bengaluru,,560068,12.898686,77.636579,low,0.431,nominatim,postal_code,"560068, India",string_similarity=0.13; token_overlap=0.14; city_match; postal_match; within_india_bounds
"Regional Office, BENGALURU (ELECTRONIC CITY)",BENGALURU (ELECTRONIC CITY),Bengaluru,"Annapoorneshwari Complex, Survey No. 37/1,, 6th Main, Singasandra, Hosur Main Road,, BOMMASANDRA - 560 068",Bommasandra - 560 068,,,12.816244,77.691611,very_low,0.17,nominatim,city_only,"Bommasandra - 560 068, India",string_similarity=0.20; token_overlap=0.08; city_mismatch; postal_unavailable; within_india_bounds
"Regional Office, BENGALURU (KORAMANGALA)",BENGALURU (KORAMANGALA),Bengaluru,"Annapoorneshwari Complex, Survey No. 37/1,, 6th Main, Singasandra, Hosur Main Road,, BOMMASANDRA - 560068",Bommasandra,,560068,12.816244,77.691611,very_low,0.319,photon,city_only,"Bommasandra, India",string_similarity=0.20; token_overlap=0.08; city_match; postal_missing; within_india_bounds
"Regional Office, BENGALURU (INDIRANAGAR)",BENGALURU (INDIRANAGAR),Bengaluru,"No. F-28, NSU Block, ITI Campus (Bengaluru Block),, Dooravani Nagar, Krishnarajapuram, (WHITEFIELD) - 560016",(Whitefield),,560016,13.01969,77.677377,very_low,0.379,nominatim,postal_code,"560016, India",string_similarity=0.32; token_overlap=0.27; city_mismatch; postal_match; within_india_bounds
"Regional Office, K R PURAM (WHITEFIELD)",K R PURAM (WHITEFIELD),Bengaluru,"No. F-28, NSU Block, ITI Campus (Bengaluru Block), Dooravani Nagar, K R PURAM (WHITEFIELD) - 560016",K R Puram (Whitefield),,560016,13.01969,77.677377,very_low,0.361,nominatim,postal_code,"560016, India",string_similarity=0.27; token_overlap=0.27; city_mismatch; postal_match; within_india_bounds
"District Office, D.O - KOLAR",D.O - KOLAR,Bengaluru,"EPFO,District Office, Ground Floor,BSNL Administrative Building,, Railway Station Road, Kanakanapalya, Kolar - 563102",Kolar,,563102,13.176028,78.094829,low,0.425,nominatim,postal_code,"563102, India",string_similarity=0.11; token_overlap=0.14; city_match; postal_match; within_india_bounds
"Regional Office, TUMKUR",TUMKUR,Bengaluru,"1st Main, 1st Cross, Chamundeshwari Nagar, Near Sira Gate, Tumkur - 572106",Tumkur,,572106,13.415687,77.147472,low,0.463,nominatim,postal_code,"572106, India",string_similarity=0.18; token_overlap=0.20; city_match; postal_match; within_india_bounds
VIGILANCE WING,VIGILANCE WING,Vigilance Wing,"Vigilance Headquarters Employees Provident Fund Organisation, Bhavishya Nidhi Bhawan, 14, Bhikaiji Cama Place, New Delhi - 110 066",New Delhi - 110 066,,,28.622307,77.239431,very_low,0.221,nominatim,city_only,"New Delhi - 110 066, India",string_similarity=0.32; token_overlap=0.12; city_mismatch; postal_unavailable; within_india_bounds
INTERNAL AUDIT WING,INTERNAL AUDIT WING,Internal Audit Wing,"Bhavishyanidhi Bhawan,, 14, Bhikaiji Cama Place,, New Delhi - 110 066",New Delhi - 110 066,,,28.568913,77.187119,very_low,0.336,photon,full_address,"Bhavishyanidhi Bhawan,, 14, Bhikaiji Cama Place,, New Delhi - 110 066",string_similarity=0.45; token_overlap=0.40; city_mismatch; postal_unavailable; within_india_bounds
National Data Center,NATIONAL DATA CENTRE,National Data Centre,"NDC, 1st Floor,EPFO Complex,, Plot No. 23,Sector-23, Dwarka,, New Delhi - 110077",New Delhi,,110077,28.573813,77.066314,low,0.554,maps_co,postal_code,"110077, India",string_similarity=0.40; token_overlap=0.25; city_match; postal_match; within_india_bounds
PDUNASS,PDUNASS,EPFO Apex Bodies,"30-31, Institutional Area, Janak Puri,, New Delhi - 110058",New Delhi,,110058,28.62137,77.2148,very_low,0.4,open_meteo,city_only,"New Delhi, India",string_similarity=0.33; token_overlap=0.22; city_match; postal_missing; within_india_bounds
